tweet,emotion,product_filled,cleaned_tweets
rt @mention rt@mention love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,positive,apple,rt rt love sxsw quotapple comes cool technology ones ever heard dont go conferencesquot
rt @mention rumor at #sxsw that google will launch a new social network called &quot;circles&quot;. {link} @mention,neutral,google,rt rumor sxsw google launch new social network called quotcirclesquot link
rt @mention rumor of google launching their new social network called #circles today at #sxswi #sxsw {link},positive,google,rt rumor google launching new social network called circles today sxswi sxsw link
rt @mention rumor of google launching their new social network called #circles today at #sxswi #sxsw #t3sxsw {link},neutral,google,rt rumor google launching new social network called circles today sxswi sxsw t3sxsw link
rt @mention rumors of an apple store opening for #sxsw at 6th &amp; congress. all signs point to yes! {link},positive,apple,rt rumors apple store opening sxsw 6th amp congress signs point yes link
rt @mention rumours cleared &gt;&gt; rt @mention we're not launching any products at #sxsw but we're doing plenty else. join us {link},neutral,none,rt rumours cleared gtgt rt launching products sxsw plenty else join us link
rt @mention sam has unlocked the tightasstraveler achievement at #sxsw using google maps with transit instructions.,neutral,google,rt sam unlocked tightasstraveler achievement sxsw using google maps transit instructions
"rt @mention saving up for ipad2 photo at apple store, #sxsw {link} by @mention @mention @mention @dr_black @jerranalley @tbalinas",positive,ipad,rt saving ipad2 photo apple store sxsw link
rt @mention scenes from the austin sxsw ipad 2 pop-up shop -- here they are arriving! {link} #sxsw #cnnmoneysxsw,neutral,ipad,rt scenes austin sxsw ipad 2 popup shop arriving link sxsw cnnmoneysxsw
rt @mention scoping venue 4 @mention #cloudcamp #austin: valhalla lounge. great whiskey &amp; beer plus demolition man pinball! {link} #sxsw,neutral,none,rt scoping venue 4 cloudcamp austin valhalla lounge great whiskey amp beer plus demolition man pinball link sxsw
rt @mention scored a #mophie juice pack at the #tradeshow #sxsw. double your iphone battery!,neutral,iphone,rt scored mophie juice pack tradeshow sxsw double iphone battery
"rt @mention see a member of our team carrying one of these bags at #sxsw, show them your wolfram|app &amp; get a w|a iphone case! {link}",positive,other apple product or service,rt see member team carrying one bags sxsw show wolframapp amp get wa iphone case link
"rt @mention see a member of our team with this bag at #sxsw, show them your wolfram app &amp; get a w|a case for your iphone! {link}",neutral,iphone,rt see member team bag sxsw show wolfram app amp get wa case iphone link
"rt @mention see the new texas observer ipad app at #sxswi 3:30, sheraton #sxsw",positive,ipad or iphone app,rt see new texas observer ipad app sxswi 330 sheraton sxsw
rt @mention see? so big my links smooshed. here's google realtime for #sxsw {link},neutral,google,rt see big links smooshed heres google realtime sxsw link
rt @mention selfishness as seen through brands: mac versus apple. apple wins: they are masters at being self-referential #sxsw,mixed,apple,rt selfishness seen brands mac versus apple apple wins masters selfreferential sxsw
"rt @mention send the waaaambulance rt @mention no, i didn't get an ipad 2 :( no, i'm not at #sxsw :( yes, i am depressed :(",neutral,ipad,rt send waaaambulance rt didnt get ipad 2 im sxsw yes depressed
"rt @mention serìá cierto? rt @mention google to launch major new social network called circles, possibly today rww.to/f6bcet #sxsw",neutral,google,rt serìá cierto rt google launch major new social network called circles possibly today rwwtof6bcet sxsw
rt @mention server challenge is a huge hit at #sxsw! come by booth 400 to try your hand. win an iphone 4 bottle opener case by beating 2 mins.,neutral,iphone,rt server challenge huge hit sxsw come booth 400 try hand win iphone 4 bottle opener case beating 2 mins
rt @mention setting up a pop up shop @mention #sxsw was the smartest move for the ipad imho | developers matter the most for ipad 2 - {link},positive,ipad,rt setting pop shop sxsw smartest move ipad imho developers matter ipad 2 link
rt @mention shhhh... the promo code for the ipad 2 giveaway is sxsw2011 #sxsw web developers can be #winning too!... {link},neutral,ipad,rt shhhh promo code ipad 2 giveaway sxsw2011 sxsw web developers winning link
"rt @mention shiny new @mention @mention @mention apps, a new @garyvee book, pop-up ipad 2 stores... #sxsw is christmas for nerds.",neutral,ipad,rt shiny new apps new book popup ipad 2 stores sxsw christmas nerds
"rt @mention shoe on other foot. newspapers always chasing young readers. at #sxsw, young developers pack panel on ipad design for boomers. #yourmom",neutral,ipad,rt shoe foot newspapers always chasing young readers sxsw young developers pack panel ipad design boomers yourmom
rt @mention shut. up. rt @mention it's not a rumor: apple is opening a temp store in downtown austin for #sxsw &amp; the ipad 2 launch. {link},positive,apple,rt shut rt rumor apple opening temp store downtown austin sxsw amp ipad 2 launch link
rt @mention sketchily lurking @mention big boi #sxsw concert on iphone business with 8am hard (read: massive announcement) deadline. #lovemyjob @mention,neutral,iphone,rt sketchily lurking big boi sxsw concert iphone business 8am hard read massive announcement deadline lovemyjob
"rt @mention slides from #sxsw talk, &quot;ipad design headaches &quot; {link} #tapworthy . really interesting for designers as well.",negative,ipad,rt slides sxsw talk quotipad design headaches quot link tapworthy really interesting designers well
rt @mention smart company. rt @mention it's not a rumor: apple opening up a temporary store in downtown austin for #sxsw &amp;ipad 2 launch bit.ly/g03mzb,positive,apple,rt smart company rt rumor apple opening temporary store downtown austin sxsw ampipad 2 launch bitlyg03mzb
rt @mention smart! apple opens a pop-up store in austin so people in for #sxsw can get new ipads. bit.ly/i41h53 (via @mention @mention,positive,apple,rt smart apple opens popup store austin people sxsw get new ipads bitlyi41h53 via
"rt @mention smartphone breakdown at #sxsw (unofficial) - 98.5% iphones, 1% android, .03% blackberry, .02% symbian / windows / other",positive,iphone,rt smartphone breakdown sxsw unofficial 985 iphones 1 android 03 blackberry 02 symbian windows
rt @mention sneak peak of the google exhibit at the #sxsw trade show {link},neutral,google,rt sneak peak google exhibit sxsw trade show link
"rt @mention snotty dbag at #sxsw &quot;actually, its android. droid is a brand name. there's a difference&quot; die.",neutral,android,rt snotty dbag sxsw quotactually android droid brand name theres differencequot die
rt @mention so @mention just spilled the beans: next platform for flipboard is the iphone. team started working on it. #sxflip #sxsw #sxswi,neutral,iphone,rt spilled beans next platform flipboard iphone team started working sxflip sxsw sxswi
rt @mention so @mention just spilled the beans: next platform for flipboard is the iphone. team started working on it. #sxsw,neutral,iphone,rt spilled beans next platform flipboard iphone team started working sxsw
rt @mention so #sxsw is cool. i strike up a conversation with a bloke who happens to work for the guardian &amp; a few hours later... {link},neutral,none,rt sxsw cool strike conversation bloke happens work guardian amp hours later link
rt @mention so awesome! rt @mention knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention &amp; @mention {link},neutral,none,rt awesome rt knitted staircase attendance sxsw party tomo 7pm hosted amp link
rt @mention so it appears apple is opening a pop up store in austin for #sxsw - the employees were trying to hide it. the beechwood tables gave it away.,neutral,apple,rt appears apple opening pop store austin sxsw employees trying hide beechwood tables gave away
rt @mention so many google products. isn't it time to transition them down the chain and into features? but features of what product? #sxsw,mixed,google,rt many google products isnt time transition chain features features product sxsw
"rt @mention so the big buzz this year at #sxsw, ipad 2, of course, and group chat/text services like group me or yobongo. now you know. #fb",neutral,ipad,rt big buzz year sxsw ipad 2 course group chattext services like group yobongo know fb
rt @mention so where's the apple store in austin for #sxsw?,neutral,apple,rt wheres apple store austin sxsw
"rt @mention so, are you a kickass #iphone developer? are you at #sxsw. want to do something cool? follow me and shoot me a note.",positive,iphone,rt kickass iphone developer sxsw want something cool follow shoot note
rt @mention someone at #sxsw needs to host a race between the sms apps for iphone pink slips. or probably something much cooler th ...,positive,iphone,rt someone sxsw needs host race sms apps iphone pink slips probably something much cooler th
rt @mention sound of my voice was shot exploiting apple &amp; best buy's 14-day return policy on imacs. brilliant. #sxsw,neutral,apple,rt sound voice shot exploiting apple amp best buys 14day return policy imacs brilliant sxsw
rt @mention soundtrckr featured by @mention @mention as a must-have for #sxsw {link},positive,none,rt soundtrckr featured musthave sxsw link
